StateID,StateName,DRG,AverageCost
TX,Texas,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,9231
UT,Utah,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,9226
IN,Indiana,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,9220
GA,Georgia,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,9217
MN,Minnesota,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",9213
WY,Wyoming,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,9205
GA,Georgia,602 - CELLULITIS W MCC,9201
AL,Alabama,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,9200
CT,Connecticut,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,9199
AZ,Arizona,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,9199
CT,Connecticut,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",9197
MO,Missouri,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,9195
LA,Louisiana,291 - HEART FAILURE & SHOCK W MCC,9193
CT,Connecticut,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",9190
CT,Connecticut,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",9184
NJ,New Jersey,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,9177
MA,Massachusetts,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,9176
WY,Wyoming,292 - HEART FAILURE & SHOCK W CC,9171
WA,Washington,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,9170
KS,Kansas,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,9168
ND,North Dakota,602 - CELLULITIS W MCC,9160
OH,Ohio,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,9160
LA,Louisiana,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,9155
DC,District of Columbia,683 - RENAL FAILURE W CC,9150
OR,Oregon,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,9147
CT,Connecticut,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,9143
KY,Kentucky,291 - HEART FAILURE & SHOCK W MCC,9142
WY,Wyoming,194 - SIMPLE PNEUMONIA & PLEURISY W CC,9141
AK,Alaska,812 - RED BLOOD CELL DISORDERS W/O MCC,9132
OH,Ohio,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,9128
RI,Rhode Island,885 - PSYCHOSES,9127
MT,Montana,602 - CELLULITIS W MCC,9116
VA,Virginia,291 - HEART FAILURE & SHOCK W MCC,9110
DE,Delaware,811 - RED BLOOD CELL DISORDERS W MCC,9108
HI,Hawaii,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,9106
MI,Michigan,811 - RED BLOOD CELL DISORDERS W MCC,9104
RI,Rhode Island,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,9100
VA,Virginia,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,9097
HI,Hawaii,885 - PSYCHOSES,9096
MT,Montana,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,9096
AL,Alabama,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,9096
LA,Louisiana,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,9092
ID,Idaho,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,9089
WY,Wyoming,683 - RENAL FAILURE W CC,9088
CT,Connecticut,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,9084
MD,Maryland,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,9082
DE,Delaware,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,9081
OK,Oklahoma,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,9080
MS,Mississippi,602 - CELLULITIS W MCC,9080
WA,Washington,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,9078
GA,Georgia,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,9077
OK,Oklahoma,291 - HEART FAILURE & SHOCK W MCC,9076
SD,South Dakota,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,9075
SC,South Carolina,811 - RED BLOOD CELL DISORDERS W MCC,9072
NV,Nevada,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,9070
WI,Wisconsin,811 - RED BLOOD CELL DISORDERS W MCC,9067
KY,Kentucky,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,9067
WA,Washington,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",9053
MO,Missouri,602 - CELLULITIS W MCC,9046
TN,Tennessee,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,9045
NM,New Mexico,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,9044
IA,Iowa,291 - HEART FAILURE & SHOCK W MCC,9043
IL,Illinois,811 - RED BLOOD CELL DISORDERS W MCC,9032
IN,Indiana,291 - HEART FAILURE & SHOCK W MCC,9030
ND,North Dakota,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,9027
NM,New Mexico,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,9021
LA,Louisiana,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,9005
WY,Wyoming,378 - G.I. HEMORRHAGE W CC,9005
PA,Pennsylvania,811 - RED BLOOD CELL DISORDERS W MCC,9000
VA,Virginia,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8997
DC,District of Columbia,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8996
IN,Indiana,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8994
NJ,New Jersey,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8994
UT,Utah,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8992
NV,Nevada,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8991
DC,District of Columbia,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,8991
CA,California,683 - RENAL FAILURE W CC,8991
MD,Maryland,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,8990
OH,Ohio,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8989
MS,Mississippi,291 - HEART FAILURE & SHOCK W MCC,8989
KY,Kentucky,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8987
IN,Indiana,602 - CELLULITIS W MCC,8985
NE,Nebraska,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,8981
FL,Florida,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8973
NM,New Mexico,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8967
WY,Wyoming,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,8961
WV,West Virginia,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8958
MN,Minnesota,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8948
IA,Iowa,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8935
KS,Kansas,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8929
WA,Washington,811 - RED BLOOD CELL DISORDERS W MCC,8929
AZ,Arizona,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8922
KS,Kansas,602 - CELLULITIS W MCC,8914
KY,Kentucky,602 - CELLULITIS W MCC,8913
NJ,New Jersey,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,8911
MI,Michigan,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8909
DC,District of Columbia,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,8906
NJ,New Jersey,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",8903
NJ,New Jersey,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8900
MD,Maryland,292 - HEART FAILURE & SHOCK W CC,8897
IL,Illinois,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8896
CA,California,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,8896
OK,Oklahoma,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8888
HI,Hawaii,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,8881
NH,New Hampshire,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8880
KS,Kansas,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,8877
DC,District of Columbia,300 - PERIPHERAL VASCULAR DISORDERS W CC,8871
MT,Montana,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8870
CA,California,194 - SIMPLE PNEUMONIA & PLEURISY W CC,8865
NY,New York,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,8861
WV,West Virginia,291 - HEART FAILURE & SHOCK W MCC,8857
TN,Tennessee,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,8850
MA,Massachusetts,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,8849
KS,Kansas,291 - HEART FAILURE & SHOCK W MCC,8847
RI,Rhode Island,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8839
MS,Mississippi,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8835
ME,Maine,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8833
NC,North Carolina,811 - RED BLOOD CELL DISORDERS W MCC,8833
NY,New York,176 - PULMONARY EMBOLISM W/O MCC,8830
OK,Oklahoma,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8830
ID,Idaho,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8828
CA,California,176 - PULMONARY EMBOLISM W/O MCC,8823
GA,Georgia,811 - RED BLOOD CELL DISORDERS W MCC,8822
NM,New Mexico,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,8817
NY,New York,683 - RENAL FAILURE W CC,8813
OR,Oregon,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8811
DC,District of Columbia,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,8806
MI,Michigan,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8806
IA,Iowa,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8805
ID,Idaho,602 - CELLULITIS W MCC,8802
CA,California,292 - HEART FAILURE & SHOCK W CC,8799
AK,Alaska,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,8799
AK,Alaska,389 - G.I. OBSTRUCTION W CC,8798
MO,Missouri,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8795
MD,Maryland,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,8795
MD,Maryland,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,8793
CA,California,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8790
NM,New Mexico,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8783
MD,Maryland,683 - RENAL FAILURE W CC,8780
AL,Alabama,602 - CELLULITIS W MCC,8780
MS,Mississippi,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8780
MI,Michigan,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8778
ID,Idaho,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8775
CA,California,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,8766
MA,Massachusetts,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",8758
WV,West Virginia,602 - CELLULITIS W MCC,8750
MD,Maryland,300 - PERIPHERAL VASCULAR DISORDERS W CC,8750
CA,California,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,8749
MA,Massachusetts,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8745
NY,New York,300 - PERIPHERAL VASCULAR DISORDERS W CC,8744
MA,Massachusetts,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",8743
RI,Rhode Island,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8740
CA,California,378 - G.I. HEMORRHAGE W CC,8737
IA,Iowa,602 - CELLULITIS W MCC,8727
AR,Arkansas,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,8726
VT,Vermont,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8723
IN,Indiana,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8717
NY,New York,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,8717
DC,District of Columbia,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,8714
SC,South Carolina,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8713
MN,Minnesota,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8707
NC,North Carolina,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8706
NY,New York,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8704
TN,Tennessee,602 - CELLULITIS W MCC,8702
IL,Illinois,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,8702
VT,Vermont,300 - PERIPHERAL VASCULAR DISORDERS W CC,8701
TX,Texas,811 - RED BLOOD CELL DISORDERS W MCC,8700
AR,Arkansas,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8699
IL,Illinois,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8697
NJ,New Jersey,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,8695
NE,Nebraska,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8686
MA,Massachusetts,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8683
VT,Vermont,292 - HEART FAILURE & SHOCK W CC,8682
NH,New Hampshire,602 - CELLULITIS W MCC,8677
DE,Delaware,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8667
UT,Utah,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8666
AR,Arkansas,291 - HEART FAILURE & SHOCK W MCC,8664
VT,Vermont,378 - G.I. HEMORRHAGE W CC,8661
NH,New Hampshire,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8659
HI,Hawaii,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,8655
CO,Colorado,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8650
NM,New Mexico,176 - PULMONARY EMBOLISM W/O MCC,8641
RI,Rhode Island,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",8640
SD,South Dakota,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8640
PA,Pennsylvania,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8639
NM,New Mexico,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8635
NV,Nevada,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8635
NY,New York,378 - G.I. HEMORRHAGE W CC,8627
MD,Maryland,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8622
AL,Alabama,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,8621
TX,Texas,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8618
CA,California,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,8608
HI,Hawaii,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,8597
TN,Tennessee,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8591
WI,Wisconsin,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8590
AK,Alaska,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8584
TN,Tennessee,291 - HEART FAILURE & SHOCK W MCC,8581
DE,Delaware,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,8580
NY,New York,292 - HEART FAILURE & SHOCK W CC,8577
MA,Massachusetts,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,8575
SD,South Dakota,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8567
WY,Wyoming,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8564
DE,Delaware,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",8563
AL,Alabama,291 - HEART FAILURE & SHOCK W MCC,8561
AZ,Arizona,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8556
UT,Utah,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8553
MA,Massachusetts,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",8551
WV,West Virginia,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8548
NV,Nevada,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8547
NY,New York,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,8540
AL,Alabama,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8540
NJ,New Jersey,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,8535
CA,California,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,8529
MD,Maryland,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,8526
NY,New York,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,8524
NY,New York,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,8522
AZ,Arizona,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8521
AR,Arkansas,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8515
AK,Alaska,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,8511
RI,Rhode Island,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,8503
WA,Washington,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,8501
VT,Vermont,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,8489
VT,Vermont,194 - SIMPLE PNEUMONIA & PLEURISY W CC,8489
IL,Illinois,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8489
MT,Montana,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8487
UT,Utah,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8486
WY,Wyoming,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8486
OR,Oregon,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8485
WI,Wisconsin,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8484
MN,Minnesota,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",8484
AL,Alabama,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,8478
NM,New Mexico,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,8477
VT,Vermont,683 - RENAL FAILURE W CC,8473
VA,Virginia,811 - RED BLOOD CELL DISORDERS W MCC,8471
MI,Michigan,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8471
MN,Minnesota,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,8467
NM,New Mexico,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,8466
AR,Arkansas,602 - CELLULITIS W MCC,8455
ME,Maine,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8446
CT,Connecticut,176 - PULMONARY EMBOLISM W/O MCC,8441
NC,North Carolina,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8441
WA,Washington,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8433
WY,Wyoming,176 - PULMONARY EMBOLISM W/O MCC,8433
WA,Washington,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",8428
WA,Washington,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8419
NM,New Mexico,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",8410
NH,New Hampshire,811 - RED BLOOD CELL DISORDERS W MCC,8407
CA,California,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,8405
AK,Alaska,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,8402
NM,New Mexico,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8400
FL,Florida,811 - RED BLOOD CELL DISORDERS W MCC,8398
DE,Delaware,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8397
AZ,Arizona,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,8392
AZ,Arizona,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",8391
CA,California,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,8388
NJ,New Jersey,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",8386
IL,Illinois,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8386
NV,Nevada,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8379
OH,Ohio,811 - RED BLOOD CELL DISORDERS W MCC,8376
MD,Maryland,202 - BRONCHITIS & ASTHMA W CC/MCC,8375
NY,New York,194 - SIMPLE PNEUMONIA & PLEURISY W CC,8368
WI,Wisconsin,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8367
TN,Tennessee,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,8364
OR,Oregon,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,8362
ID,Idaho,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8359
MI,Michigan,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8355
IL,Illinois,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8355
MN,Minnesota,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8352
NH,New Hampshire,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8350
UT,Utah,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,8334
AK,Alaska,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,8331
NY,New York,885 - PSYCHOSES,8328
NE,Nebraska,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8327
CT,Connecticut,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,8311
CT,Connecticut,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,8305
NY,New York,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,8304
MN,Minnesota,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",8303
CA,California,300 - PERIPHERAL VASCULAR DISORDERS W CC,8302
UT,Utah,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,8298
OR,Oregon,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",8297
VA,Virginia,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8296
OH,Ohio,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8294
WA,Washington,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",8293
OR,Oregon,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,8284
ND,North Dakota,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8282
SD,South Dakota,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8278
AK,Alaska,300 - PERIPHERAL VASCULAR DISORDERS W CC,8278
TX,Texas,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8276
PA,Pennsylvania,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8272
DC,District of Columbia,389 - G.I. OBSTRUCTION W CC,8272
DE,Delaware,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,8271
NH,New Hampshire,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,8270
ME,Maine,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8268
NH,New Hampshire,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8262
WI,Wisconsin,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8254
DE,Delaware,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",8253
VT,Vermont,176 - PULMONARY EMBOLISM W/O MCC,8251
SC,South Carolina,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8251
VT,Vermont,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,8241
CT,Connecticut,885 - PSYCHOSES,8239
AZ,Arizona,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8237
MA,Massachusetts,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,8231
SD,South Dakota,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",8229
MN,Minnesota,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8228
HI,Hawaii,202 - BRONCHITIS & ASTHMA W CC/MCC,8226
WY,Wyoming,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,8217
TX,Texas,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,8216
OR,Oregon,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",8212
CO,Colorado,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,8212
WA,Washington,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,8204
ND,North Dakota,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8200
FL,Florida,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8198
DE,Delaware,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,8196
AZ,Arizona,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8194
KS,Kansas,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",8188
NJ,New Jersey,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",8188
LA,Louisiana,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,8182
MA,Massachusetts,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,8180
